gene_id	gene_type	position	description	gene_symbol
mmu:21941	CDS	4:complement(144993702..145041734)	Tnfrsf8, Cd30, D1S166E, Ki, Ki-1; tumor necrosis factor receptor superfamily, member 8	Tnfrsf8
mmu:101056073	CDS	4:145237329..145265751	Zfp990, Gm13225; zinc finger protein 990	Zfp990
mmu:433801	CDS	4:145311770..145351915	Zfp268, Gm13212; zinc finger protein 268	Zfp268
mmu:100041379	CDS	4:145397267..145431007	Zfp980, Gm13242; zinc finger protein 980	Zfp980
mmu:626316	CDS	4:146033882..146063194	Zfp987, Gm13051; zinc finger protein 987	Zfp987
mmu:667666	CDS	4:146093397..146135326	Zfp600, Gm13164; zinc finger protein 600	Zfp600
mmu:115489397	CDS	4:complement(146340962..146341306)	Gm53232; predicted gene, 53232	Gm53232
mmu:433791	CDS	4:146533487..146553897	Zfp992, Gm13251; zinc finger protein 992	Zfp992
mmu:100041433	CDS	4:146586457..146623852	Zfp981, Gm13247; zinc finger protein 981	Zfp981
mmu:631415	CDS	4:147016853..147018017	Gm20760; predicted gene, 20760	Gm20760
mmu:102631940	CDS	4:complement(147032596..147032955)	Gm13149; predicted gene 13149	Gm13149
mmu:100043034	CDS	4:147058071..147145256	Rex2, Gm13138; reduced expression 2	Rex2
mmu:666532	CDS	4:147198335..147266219	Zfp991, Gm13139; zinc finger protein 991	Zfp991
mmu:118568705	CDS	4:147303548..147311932	Gm54268; predicted gene, 54268	Gm54268
mmu:666574	CDS	4:complement(147365903..147366247)	Gm13144; predicted gene 13144	Gm13144
mmu:115489950	CDS	4:147390061..147418524	Zfp988, Gm13151; zinc finger protein 988	Zfp988
mmu:108168963	CDS	4:147445768..147476484	Zfp978, Gm13145; zinc finger protein 978	Zfp978
mmu:195531	CDS	4:147527571..147600521	Zfp982, Gm13152; zinc finger protein 982	Zfp982
mmu:433804	CDS	4:147637734..147669658	Zfp985, Gm13154; zinc finger protein 985	Zfp985
mmu:112422	CDS	4:complement(147696393..147727004)	Zfp979, 2610305D13Rik, Ssm1b; zinc finger protein 979	Zfp979
mmu:100503584	CDS	4:complement(147757964..147787088)	Zfp534, Gm13159; zinc finger protein 534	Zfp534
mmu:100041677	CDS	4:complement(147838431..147900065)	Zfp984, Gm13157; zinc finger protein 984	Zfp984
mmu:242747	CDS	4:complement(147906184..147933583)	Zfp933, 2810408P10Rik; zinc finger protein 933	Zfp933
mmu:28010	CDS	4:complement(147945235..147953176)	Miip, D4Wsu114e, IIP45; migration and invasion inhibitory protein	Miip
mmu:14349	CDS	4:147953436..147954815	Fv1, Fv-1, Fv1d, Rv-1, Rv1; Friend virus susceptibility 1	Fv1
mmu:170731	CDS	4:complement(147958043..147989527)	Mfn2, D630023P19Rik, Fzo; mitofusin 2	Mfn2
mmu:18822	CDS	4:complement(147994210..148021233)	Plod1, 2410042F05Rik, Lh1, Plod; procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	Plod1
mmu:77034	CDS	4:148023849..148031773	2510039O18Rik, Kiaa2013; RIKEN cDNA 2510039O18 gene	2510039O18Rik
mmu:18158	CDS	4:148070264..148071662	Nppb, BNF, BNP, Iso-ANP; natriuretic peptide type B	Nppb
mmu:230899	CDS	4:148085179..148086531	Nppa, ANP, Anf, CDD, Pnd; natriuretic peptide type A	Nppa
mmu:26372	CDS	4:complement(148088716..148123270)	Clcn6, Clc6; chloride channel, voltage-sensitive 6	Clcn6
mmu:17769	CDS	4:148123534..148144019	Mthfr; methylenetetrahydrofolate reductase	Mthfr
mmu:11610	CDS	4:complement(148161518..148172521)	Agtrap, 3300002E14Rik, AT1R, Atrap, D4Wsu124e; angiotensin II, type I receptor-associated protein	Agtrap
mmu:70433	CDS	4:complement(148182894..148215582)	Draxin, 2610109H07Rik, neucrin; dorsal inhibitory axon guidance protein	Draxin
mmu:71890	CDS	4:148214615..148230161	Mad2l2, 2310033C13Rik, G1-453-4, MAD2B, REV7, repro22; MAD2 mitotic arrest deficient-like 2	Mad2l2
mmu:50762	CDS	4:complement(148230173..148236592)	Fbxo6, FBG2, Fbs2, Fbx6b, Fbxo6b; F-box protein 6	Fbxo6
mmu:102465619	miRNA	4:complement(148231393..148231453)	Mir7022, Gm27291, mmu-mir-7022; microRNA 7022	Mir7022
mmu:230903	CDS	4:complement(148237256..148244663)	Fbxo44, 5730411K09, FBG3, FBX30, Fbx6a, Fbxo6a; F-box protein 44	Fbxo44
mmu:230904	CDS	4:148244605..148250874	Fbxo2, FBG1, FBX2, Fbs1, Fbs2, NFB42, Prpl4; F-box protein 2	Fbxo2
mmu:242748	CDS	4:complement(148320890..148372653)	Disp3, G630052C06Rik, Ptchd2, RNDEu-2; dispatched RND transporter family member 3	Disp3
mmu:71707	CDS	4:complement(148518952..148529217)	Ubiad1, 1200002M06Rik, Tere1; UbiA prenyltransferase domain containing 1	Ubiad1
mmu:56717	CDS	4:148533039..148642142	Mtor, 2610315D21Rik, FRAP, FRAP2, Frap1, RAFT1, RAPT1, flat; mechanistic target of rapamycin kinase	Mtor
mmu:654812	CDS	4:complement(148579737..148584919)	Angptl7; angiopoietin-like 7	Angptl7
mmu:115489370	ncRNA	4:148623584..148623687	Gm24002; predicted gene, 24002	Gm24002
mmu:115489368	ncRNA	4:148640154..148640261	Gm23318; predicted gene, 23318	Gm23318
mmu:50912	CDS	4:148642870..148666854	Exosc10, PM-Scl, PM/Scl-100, Pmscl2, RRP6, p2, p3, p4; exosome component 10	Exosc10
mmu:20810	CDS	4:148675970..148679076	Srm, SpdST, SpdSy; spermidine synthase	Srm
mmu:17175	CDS	4:148679079..148699939	Masp2, MASP-2, MAp19; MBL associated serine protease 2	Masp2
mmu:230908	CDS	4:complement(148696839..148711672)	Tardbp, 1190002A23Rik, TDP-43, Tdp43; TAR DNA binding protein	Tardbp
mmu:230909	CDS	4:148727774..148761562	Gm572, b2b1167Clo; predicted gene 572	Gm572
mmu:69743	CDS	4:148888823..149039350	Casz1, 2410019P08Rik, Cst, D4Ertd432e; castor zinc finger 1	Casz1
mmu:56273	CDS	4:complement(149044992..149184300)	Pex14, Pex14p; peroxisomal biogenesis factor 14	Pex14
mmu:13347	CDS	4:149188599..149205110	Dffa, A330085O09Rik, DFF35, Dff45, ICAD, ICAD-L, ICAD-S; DNA fragmentation factor, alpha subunit	Dffa
mmu:12854	CDS	4:complement(149209491..149211132)	Cort, CST, PCST; cortistatin	Cort
mmu:69928	CDS	4:complement(149212806..149222057)	Cenps, 2610040C18Rik, 2810407L01Rik, Apitd1, CENP-S; centromere protein S	Cenps
mmu:110208	CDS	4:complement(149234448..149251162)	Pgd, 0610042A05Rik; phosphogluconate dehydrogenase	Pgd
mmu:16561	CDS	4:complement(149260776..149392762)	Kif1b, A530096N05Rik, D4Mil1e, KIF1Bp130, KIF1Bp204; kinesin family member 1B	Kif1b
mmu:63958	CDS	4:complement(149412873..149512618)	Ube4b, 4930551I19Rik, 4933406G05Rik, D4Bwg0973e, UFD2, UFD2a, Ufd2p, mKIAA0684; ubiquitination factor E4B	Ube4b
mmu:63954	CDS	4:complement(149534144..149550919)	Rbp7, 1110002J23Rik, CRBP-III; retinol binding protein 7, cellular	Rbp7
mmu:66454	CDS	4:complement(149552026..149569667)	Nmnat1, 2610529L11Rik, 5730441G13Rik, D4Cole1e, nmnat; nicotinamide nucleotide adenylyltransferase 1	Nmnat1
mmu:102636051	CDS	4:149561883..149567796	Tmem274, Gm13097, Tm274; transmembrame protein 274	Tmem274
mmu:69151	CDS	4:149569642..149581952	Lzic, 1810030J04Rik; leucine zipper and CTNNBIP1 domain containing	Lzic
mmu:115489369	ncRNA	4:complement(149601636..149601739)	Gm24381; predicted gene, 24381	Gm24381
mmu:67087	CDS	4:149602698..149650894	Ctnnbip1, 1110008O09Rik, 2310001I19Rik, Catnbip1, Icat; catenin beta interacting protein 1	Ctnnbip1
mmu:100885828	miRNA	4:149622320..149622379	Mir5616, Gm25191, mir-5616, mmu-mir-5616; microRNA 5616	Mir5616
mmu:65945	CDS	4:149670536..149733356	Clstn1, 1810034E21Rik, Cst-1, Cstn1; calsyntenin 1	Clstn1
mmu:18707	CDS	4:complement(149733625..149787023)	Pik3cd, 2410099E07Rik, 2610208K16Rik, p110delta; phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Pik3cd
mmu:102465983	miRNA	4:complement(149739961..149740024)	Mir7023, Gm27912, mmu-mir-7023; microRNA 7023	Mir7023
mmu:230917	CDS	4:complement(149799832..149822501)	Tmem201, D4Ertd429e, Net5, Samp1; transmembrane protein 201	Tmem201
mmu:70556	CDS	4:complement(149828493..149858746)	Slc25a33, 5730438N18Rik, Pnc1; solute carrier family 25, member 33	Slc25a33
mmu:74646	CDS	4:complement(149980740..150039494)	Spsb1, 1110014L01Rik, 4930422J18Rik, SSB-1, SSB1; splA/ryanodine receptor domain and SOCS box containing 1	Spsb1
mmu:100198	CDS	4:complement(150063931..150093480)	H6pd, G6pd1, Gpd-1, Gpd1; hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	H6pd
mmu:723848	miRNA	4:150152911..150153012	Mir34a, Mirn34a, mir-34a, mmu-mir-34a; microRNA 34a	Mir34a
mmu:269604	CDS	4:150171960..150190457	Gpr157, F730108M23Rik; G protein-coupled receptor 157	Gpr157
mmu:56485	CDS	4:150203801..150228625	Slc2a5, Glut5, Slc5a; solute carrier family 2 (facilitated glucose transporter), member 5	Slc2a5
mmu:435818	CDS	4:150233293..150253499	Slc2a7, GLUT-7; solute carrier family 2 (facilitated glucose transporter), member 7	Slc2a7
mmu:12353	CDS	4:complement(150271472..150285592)	Car6, Ca6, DOC1; carbonic anhydrase 6	Car6
mmu:13806	CDS	4:150321165..150333336	Eno1, Eno-1, MBP-1, NNE; enolase 1, alpha non-neuron	Eno1
mmu:68703	CDS	4:150365372..150706423	Rere, 1110033A15Rik, ARG, ARP, ATN1L, Atr2, DNB1, eye<m03Jus>, eyes3, mKIAA0458; arginine glutamic acid dipeptide (RE) repeats	Rere
mmu:242773	CDS	4:complement(150713853..150736614)	Slc45a1, C230078B22, Dnb5, PAST-A; solute carrier family 45, member 1	Slc45a1
mmu:118568709	CDS	4:150846382..150861949	Gm54271; predicted gene, 54271	Gm54271
mmu:114482888	miRNA	4:complement(150882355..150882409)	Mir12196, Gm51276, mmu-mir-12196; microRNA 12196	Mir12196
mmu:74155	CDS	4:150938253..150953346	Errfi1, 1300002F13Rik, Mig-6, Mig6, RALT; ERBB receptor feedback inhibitor 1	Errfi1
mmu:57320	CDS	4:complement(150981590..150994378)	Park7, DJ-1, Dj1; Parkinson disease (autosomal recessive, early onset) 7	Park7
mmu:21942	CDS	4:151004612..151030561	Tnfrsf9, 4-1BB, A930040I11Rik, CDw137, Cd137, ILA, Ly63; tumor necrosis factor receptor superfamily, member 9	Tnfrsf9
mmu:115489381	ncRNA	4:151049192..151049350	Gm23405; predicted gene, 23405	Gm23405
mmu:18628	CDS	4:complement(151081475..151129167)	Per3, 2810049O06Rik, mPer3; period circadian clock 3	Per3
mmu:24111	CDS	4:151081554..151086267	Uts2, UII, Ucn2, prepro-UII; urotensin 2	Uts2
mmu:22319	CDS	4:complement(151131762..151142410)	Vamp3, D130027G05Rik, VAMP-3, ceb; vesicle-associated membrane protein 3	Vamp3
mmu:100072	CDS	4:complement(151143980..151946225)	Camta1, 1810059M14Rik, 2310058O09Rik, mKIAA0833; calmodulin binding transcription activator 1	Camta1
mmu:105704528	CDS	4:151173438..151175919	Gm13090; predicted gene 13090	Gm13090
mmu:230935	CDS	4:152018177..152066416	Dnajc11, E030019A03Rik; DnaJ heat shock protein family (Hsp40) member C11	Dnajc11
mmu:69876	CDS	4:complement(152067095..152073443)	Thap3, 2010013E08Rik, 2210418H06Rik; THAP domain containing, apoptosis associated protein 3	Thap3
mmu:230936	CDS	4:complement(152074088..152080636)	Phf13, Phf5, SPOC1; PHD finger protein 13	Phf13
mmu:242785	CDS	4:152093348..152102134	Klhl21, 1810045K06Rik, D330008A20, mKIAA0469; kelch-like 21	Klhl21
mmu:100090	CDS	4:complement(152104230..152112132)	Zbtb48, 0610011D15Rik, Hkr3, TZAP; zinc finger and BTB domain containing 48	Zbtb48
mmu:110326	CDS	4:complement(152112371..152122947)	Tas1r1, Gpr70, T1r1, TR1; taste receptor, type 1, member 1	Tas1r1
mmu:74035	CDS	4:152123731..152145951	Nol9, 4632412I24Rik, 6030462G04Rik; nucleolar protein 9	Nol9
mmu:269608	CDS	4:152156890..152199855	Plekhg5, Syx; pleckstrin homology domain containing, family G (with RhoGef domain) member 5	Plekhg5
mmu:85030	CDS	4:152199985..152204568	Tnfrsf25, APO-3, DDR3, DR3, LARD, TR3, TRAMP, Tnfrsf12, WSL-1, WSL-LR, Wsl; tumor necrosis factor receptor superfamily, member 25	Tnfrsf25
mmu:56226	CDS	4:complement(152204788..152236871)	Espn, je; espin	Espn
mmu:15206	CDS	4:152243324..152246926	Hes2, HES-2; hes family bHLH transcription factor 2	Hes2
mmu:70025	CDS	4:152258872..152356312	Acot7, 2410041A17Rik, Ach1, Act, Bach, CTE-IIa, Cte-II, Lach1; acyl-CoA thioesterase 7	Acot7
mmu:100129	CDS	4:152358563..152369798	Gpr153, 1110065N12Rik, PGR1; G protein-coupled receptor 153	Gpr153
mmu:15207	CDS	4:complement(152369707..152376133)	Hes3, Hes-3, bHLHb43; hes family bHLH transcription factor 3	Hes3
mmu:57295	CDS	4:152381671..152391583	Icmt, 1700008E11Rik, Gm13095, HSTE14, PPMT, STE14, pcCMT; isoprenylcysteine carboxyl methyltransferase	Icmt
mmu:433809	CDS	4:complement(152391475..152403686)	Rnf207, D330010C22Rik, Gm143; ring finger protein 207	Rnf207
mmu:19934	CDS	4:152408893..152418539	Rpl22, 2700038K18Rik; ribosomal protein L22	Rpl22
mmu:269610	CDS	4:152423103..152474651	Chd5, 4930532L22Rik, B230399N07Rik, CHD-5; chromodomain helicase DNA binding protein 5	Chd5
mmu:16498	CDS	4:complement(152475201..152561991)	Kcnab2, F5, I2rf5, Kcnb3, kv-beta-2; potassium voltage-gated channel, shaker-related subfamily, beta member 2	Kcnab2
mmu:260305	CDS	4:152561163..152647641	Nphp4, 4930564O18Rik, nmf192; nephronophthisis 4 (juvenile) homolog (human)	Nphp4
mmu:230959	CDS	4:complement(153457678..153568313)	Ajap1, Gm573; adherens junction associated protein 1	Ajap1
mmu:115486268	ncRNA	4:153960841..153960972	Gm25880; predicted gene, 25880	Gm25880
mmu:97159	CDS	4:154041694..154046382	A430005L14Rik; RIKEN cDNA A430005L14 gene	A430005L14Rik
mmu:13368	CDS	4:complement(154048904..154059578)	Dffb, 40kDa, 5730477D02Rik, CAD, CPAN, DFF40, Didff; DNA fragmentation factor, beta subunit	Dffb
mmu:230967	CDS	4:154059649..154093189	Cep104, A930027E11, Kiaa0562, mKIAA0562; centrosomal protein 104	Cep104
mmu:72946	CDS	4:154096260..154105969	Lrrc47, 2900010D03Rik, mKIAA1185; leucine rich repeat containing 47	Lrrc47
mmu:68859	CDS	4:complement(154104927..154110550)	Smim1, 0610011H04Rik, 1190007F08Rik, 2700009I11Rik; small integral membrane protein 1	Smim1
mmu:381580	CDS	4:complement(154111101..154127202)	Ccdc27, Gm1035; coiled-coil domain containing 27	Ccdc27
mmu:22062	CDS	4:complement(154140706..154224332)	Trp73, TAp73, Tp73, deltaNp73, p73; transformation related protein 73	Trp73
mmu:115490052	ncRNA	4:154218487..154218630	Gm26036; predicted gene, 26036	Gm26036
mmu:59002	CDS	4:154226811..154241278	Wrap73, 2610044M17Rik, 5330425N03Rik, Dd57, Wdr8; WD repeat containing, antisense to Trp73	Wrap73
mmu:67808	CDS	4:complement(154241942..154246763)	Tprg1l, 1200015A19Rik, Svap30, Tprgl, mover; transformation related protein 63 regulated 1 like	Tprg1l
mmu:230971	CDS	4:154255156..154360178	Megf6, 2600001P17Rik, Egfl3; multiple EGF-like-domains 6	Megf6
mmu:230972	CDS	4:complement(154362926..154384535)	Arhgef16; Rho guanine nucleotide exchange factor 16	Arhgef16
mmu:70673	CDS	4:complement(154400579..154721851)	Prdm16, 5730557K01Rik, csp1, mel1; PR domain containing 16	Prdm16
mmu:73353	CDS	4:complement(154750885..154752324)	Actrt2, 1700052K15Rik, Arp-T2, Arpm2; actin-related protein T2	Actrt2
mmu:242800	CDS	4:154921871..154951582	Ttc34, 4932418L02, B230396O12Rik; tetratricopeptide repeat domain 34	Ttc34
mmu:27390	CDS	4:154954042..154979987	Mmel1, Mell1, NEP2, NEP2(m), NEPII, NL-1, NL2, Nl1, SEP; membrane metallo-endopeptidase-like 1	Mmel1
mmu:66469	CDS	4:complement(154980884..154983522)	Prxl2b, 2810405K02Rik, Fam213b, PM/PGFS; peroxiredoxin like 2B	Prxl2b
mmu:230979	CDS	4:complement(155002944..155013077)	Tnfrsf14, Atar, HveA, Hvem, TR2, Tnfrs14; tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	Tnfrsf14
mmu:15208	CDS	4:155042358..155046829	Hes5, bHLHb38; hes family bHLH transcription factor 5	Hes5
mmu:269614	CDS	4:155048580..155065395	Pank4, D030031I12Rik, Gm42363; pantothenate kinase 4	Pank4
mmu:269615	CDS	4:complement(155067572..155148548)	Plch2, A930027K05Rik, PLCeta2, Plc-eta2, Plcl4; phospholipase C, eta 2	Plch2
mmu:668173	CDS	4:155151487..155156863	Pex10, Gm142; peroxisomal biogenesis factor 10	Pex10
mmu:67830	CDS	4:complement(155158566..155170840)	Rer1, 1110060F11Rik, 5830454N22Rik; retention in endoplasmic reticulum sorting receptor 1	Rer1
mmu:76866	CDS	4:155167771..155229964	Morn1, 2900057D20Rik, 4930417P05Rik; MORN repeat containing 1	Morn1
mmu:20481	CDS	4:complement(155238532..155307536)	Ski, 2310012I02Rik, 2610001A11Rik; ski sarcoma viral oncogene homolog (avian)	Ski
mmu:67513	CDS	4:155333168..155341144	Faap20, 2610002J02Rik; Fanconi anemia core complex associated protein 20	Faap20
mmu:18762	CDS	4:complement(155344579..155445856)	Prkcz, Pkcz, aPKCzeta, nPKC-zeta, zetaPKC; protein kinase C, zeta	Prkcz
mmu:14403	CDS	4:complement(155469437..155482528)	Gabrd; gamma-aminobutyric acid (GABA) A receptor, subunit delta	Gabrd
mmu:544678	CDS	4:155493647..155551280	Cfap74, 2010015L04Rik, A530045M11; cilia and flagella associated protein 74	Cfap74
mmu:69671	CDS	4:155553571..155555315	Tmem52, 2310043I08Rik; transmembrane protein 52	Tmem52
mmu:14688	CDS	4:155575514..155643726	Gnb1, Gnb-1, Hg2a; guanine nucleotide binding protein (G protein), beta 1	Gnb1
mmu:192185	CDS	4:155646838..155675458	Nadk, 4432404C02Rik; NAD kinase	Nadk
mmu:320541	CDS	4:155685873..155707797	Slc35e2, A530082C11Rik, Slc35e2a; solute carrier family 35, member E2	Slc35e2
mmu:12537	CDS	4:155709303..155734392	Cdk11b, CDK11-p110, CDK11-p46, CDK11-p58, Cdc11b, Cdc2l1, Cdc2l2, Cdk11, p58; cyclin dependent kinase 11B	Cdk11b
mmu:26561	CDS	4:complement(155735111..155738982)	Mmp23, CA-MMP; matrix metallopeptidase 23	Mmp23
mmu:76580	CDS	4:complement(155738925..155753711)	Mib2, 2210008I11Rik, Zzank1, skd; mindbomb E3 ubiquitin protein ligase 2	Mib2
mmu:230991	CDS	4:155778775..155780942	Fndc10, B930041F14Rik, MNCb-3966; fibronectin type III domain containing 10	Fndc10
mmu:68991	CDS	4:155789272..155818336	Ssu72, 1190002E22Rik, 1500011L16Rik, 2610101M12Rik; Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)	Ssu72
mmu:115490009	ncRNA	4:complement(155804497..155804598)	Gm22573; predicted gene, 22573	Gm22573
mmu:381582	CDS	4:155818336..155825025	Tmem240, EG381582, Gm5151; transmembrane protein 240	Tmem240
mmu:108888	CDS	4:complement(155825097..155845579)	Atad3a, 2400004H09Rik, Atad3, Tob3, mKIAA1273; ATPase family, AAA domain containing 3A	Atad3a
mmu:246228	CDS	4:complement(155852952..155859042)	Vwa1, 4932416A11Rik, WARP; von Willebrand factor A domain containing 1	Vwa1
mmu:320587	CDS	4:complement(155866048..155870331)	Tmem88b, A230069A22Rik; transmembrane protein 88B	Tmem88b
mmu:242805	CDS	4:155875432..155884132	Ankrd65, E230028L10Rik, Gm439, Gm45; ankyrin repeat domain 65	Ankrd65
mmu:66448	CDS	4:155887335..155893288	Mrpl20, 2610008D01Rik, 4930425I20Rik; mitochondrial ribosomal protein L20	Mrpl20
mmu:56036	CDS	4:155894468..155909005	Ccnl2, 1700010A01Rik, 1810019L15Rik, 2010319M22Rik, Ania-6b, HCLA-150, Pcee, SB138; cyclin L2	Ccnl2
mmu:66077	CDS	4:155915709..155917555	Aurkaip1, 0610033H09Rik, Aip, Akip, MRP-S38; aurora kinase A interacting protein 1	Aurkaip1
mmu:74761	CDS	4:155924137..155928559	Mxra8, 1200013A08Rik, 1700095D18Rik, Asp3, Dicam; matrix-remodelling associated 8	Mxra8
mmu:13542	CDS	4:155931829..155943760	Dvl1, Dvl, mKIAA4029; dishevelled segment polarity protein 1	Dvl1
mmu:83771	CDS	4:complement(155943725..155947810)	Tas1r3, Sac, T1r3; taste receptor, type 1, member 3	Tas1r3
mmu:79554	CDS	4:complement(155949180..155953897)	Cptp, Gltpd1; ceramide-1-phosphate transfer protein	Cptp
mmu:71957	CDS	4:155954006..155973561	Ints11, 2410006F12Rik, Cpsf3l; integrator complex subunit 11	Ints11
mmu:433813	CDS	4:complement(155973314..155976231)	Pusl1, 2810021I11Rik; pseudouridylate synthase-like 1	Pusl1
mmu:140500	CDS	4:155976332..155991708	Acap3, Centb5, Kiaa1716-hp, mKIAA1716; ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	Acap3
mmu:140499	CDS	4:156028270..156044061	Ube2j2, 1200007B18Rik, 2400008G19Rik, 5730472G04Rik, NCUBE-2, Ubc6, Ubc6p; ubiquitin-conjugating enzyme E2J 2	Ube2j2
mmu:67389	CDS	4:156046769..156051086	C1qtnf12, 1110035L05Rik, C1qdc2, CTRP12, Fam132a, alipolin; C1q and tumor necrosis factor related 12	C1qtnf12
mmu:117592	CDS	4:complement(156073923..156077135)	B3galt6, GalTII; UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6	B3galt6
mmu:20318	CDS	4:156077300..156098067	Sdf4, Cab45; stromal cell derived factor 4	Sdf4
mmu:22163	CDS	4:156098049..156101070	Tnfrsf4, ACT35, CD134, Ly-70, Ox40, TXGP1L, Txgp1; tumor necrosis factor receptor superfamily, member 4	Tnfrsf4
mmu:115490032	ncRNA	4:complement(156107515..156107625)	Gm25982; predicted gene, 25982	Gm25982
mmu:21936	CDS	4:156110779..156113351	Tnfrsf18, AITR, Gitr; tumor necrosis factor receptor superfamily, member 18	Tnfrsf18
mmu:330010	CDS	4:complement(156119292..156135274)	Ttll10, 4833412E22Rik, 4930595O22Rik, Ttll5; tubulin tyrosine ligase-like family, member 10	Ttll10
mmu:723865	miRNA	4:complement(156138362..156138444)	Mir429, Mirn429, mir-429, mmu-mir-429; microRNA 429	Mir429
mmu:387242	miRNA	4:complement(156139353..156139442)	Mir200a, Mirn200a, mir-200a; microRNA 200a	Mir200a
mmu:387243	miRNA	4:complement(156140138..156140207)	Mir200b, Mirn200b, mir-200b; microRNA 200b	Mir200b
mmu:230996	CDS	4:156194455..156211720	9430015G10Rik; RIKEN cDNA 9430015G10 gene	9430015G10Rik
mmu:100045778	CDS	4:156214972..156217874	Rnf223, 9930005F22Rik; ring finger 223	Rnf223
mmu:11603	CDS	4:complement(156249747..156281997)	Agrn, Agrin, nmf380; agrin	Agrn
mmu:100038882	CDS	4:complement(156283881..156285275)	Isg15, G1p2, IGI15, IP17, Irfp, UCRP; ISG15 ubiquitin-like modifier	Isg15
mmu:74183	CDS	4:156287724..156305766	Perm1, 2310042D19Rik; PPARGC1 and ESRR induced regulator, muscle 1	Perm1
mmu:231002	CDS	4:complement(156305913..156312999)	Plekhn1, Clpabp; pleckstrin homology domain containing, family N member 1	Plekhn1
mmu:231003	CDS	4:complement(156313501..156319314)	Klhl17; kelch-like 17	Klhl17
mmu:102466236	miRNA	4:complement(156314516..156314572)	Mir7658, Gm27345, mmu-mir-7658; microRNA 7658	Mir7658
mmu:57741	CDS	4:156319112..156332078	Noc2l, NIR; NOC2 like nucleolar associated transcriptional repressor	Noc2l
